ticker,sector,composite_z,composite_rank,composite_pct,ai_score,ai_rated_at,value_quality_score,value_rank,growth_score,growth_rank,exclusion_reason
CENX,Materials,0.2512,620,74.9,,,,,,,
CEPT,Financials,,,,,,,,,,new_issue
CERT,Information Technology,-0.4441,2135,13.46,,,,,,,
CEVA,Information Technology,-0.2477,1917,22.3,,,,,,,
CF,Materials,0.5559,197,92.05,,,,,,,
CFFN,Financials,0.2592,602,75.63,,,,,,,
CFG,Financials,0.223,692,71.98,,,,,,,
CFR,Financials,0.1172,980,60.3,,,,,,,
CG,Financials,-0.8125,2355,4.54,,,,,,,
CGAU,Materials,1.8975,6,99.8,,,,,,,
CGBD,,-0.208,1842,25.34,,,,,,,
CGEM,Health Care,0.0794,1094,55.68,,,,,,,
CGNT,Information Technology,-0.0456,1461,40.79,,,,,,,
CGNX,Industrials,0.2433,639,74.13,,,,,,,
CGON,Health Care,-0.0393,1441,41.61,,,,,,,
CHCO,Financials,0.0165,1276,48.3,,,,,,,
CHD,Consumer Staples,0.0228,1251,49.31,,,,,,,
CHDN,Consumer Discretionary,-0.1126,1645,33.33,,,,,,,
CHE,Health Care,0.4465,297,88.0,,,,,,,
CHEF,Industrials,0.3525,417,83.13,,,,,,,
CHH,Consumer Discretionary,0.2805,558,77.41,,,,,,,
CHKP,Information Technology,-0.1373,1698,31.18,,,,,,,
CHRD,Energy,0.6244,143,94.24,,,,,,,
CHRN,Industrials,0.5938,163,93.43,,,,,,,
CHRW,Industrials,0.1942,770,68.82,,,,,,,
CHT,Communication Services,-0.4475,2138,13.34,,,,,,,
CHTR,Communication Services,0.4761,258,89.58,,,,,,,
CHWY,Consumer Discretionary,0.2414,645,73.88,,,,,,,
CI,Financials,0.0363,1215,50.77,,,,,,,
CIEN,Information Technology,1.071,26,98.99,74.0,2026-08-10T22:38:55.493952+00:00,0.9985,17,1.6297,40,
CIFR,Financials,-1.4811,2452,0.61,,,,,,,
CIGI,Real Estate,-0.262,1937,21.49,,,,,,,
CIM,Real Estate,-0.3446,2048,16.99,,,,,,,
CINF,Financials,0.226,682,72.38,,,,,,,
CL,Consumer Staples,0.7371,92,96.31,40.0,2026-08-10T22:39:32.593781+00:00,0.9946,19,0.5608,199,
CLB,Energy,-0.2335,1890,23.4,,,,,,,
CLBK,Financials,0.0709,1117,54.74,,,,,,,
CLBT,Information Technology,-0.0426,1453,41.12,,,,,,,
CLDX,Health Care,-0.3112,1998,19.02,,,,,,,
CLF,Materials,-0.3213,2015,18.33,,,,,,,
CLFD,Information Technology,0.107,1011,59.04,,,,,,,
CLH,Utilities,0.0941,1050,57.46,,,,,,,
CLM,,-0.3217,2017,18.25,,,,,,,
CLMT,Energy,0.5411,205,91.73,,,,,,,
CLPT,Health Care,-1.1714,2428,1.58,,,,,,,
CLS,Information Technology,0.2775,564,77.17,,,,,,,
CLSK,Financials,-0.8224,2359,4.38,,,,,,,
CLX,Consumer Staples,-0.8922,2375,3.73,,,,,,,
CLYM,Health Care,0.1762,815,66.99,,,,,,,
CM,Financials,0.5674,186,92.5,,,,,,,
CMBT,Industrials,1.5076,12,99.55,,,,,,,
CMC,Materials,-0.0072,1352,45.21,,,,,,,
CMCO,Industrials,-1.713,2459,0.32,,,,,,,
CMCSA,Communication Services,0.0473,1179,52.23,,,,,,,
CME,Financials,0.1903,780,68.41,,,,,,,
CMG,Consumer Discretionary,0.2669,580,76.52,,,,,,,
CMI,Industrials,0.1937,772,68.73,,,,,,,
CMP,Materials,0.2839,552,77.66,,,,,,,
CMPR,Communication Services,0.0979,1037,57.99,,,,,,,
CMRE,Industrials,0.6312,139,94.4,,,,,,,
CMS,Utilities,-0.3123,2001,18.9,,,,,,,
CNA,Financials,0.1011,1028,58.35,,,,,,,
CNC,Financials,0.158,854,65.41,,,,,,,
CNH,Industrials,-0.3043,1988,19.42,,,,,,,
CNI,Industrials,0.1116,999,59.53,,,,,,,
CNK,Communication Services,0.3849,364,85.28,,,,,,,
CNM,Industrials,0.0116,1288,47.81,,,,,,,
CNMD,Health Care,-0.0839,1561,36.74,,,,,,,
CNNE,Consumer Discretionary,-0.1926,1817,26.36,,,,,,,
CNO,Financials,0.0729,1110,55.03,,,,,,,
CNOB,Financials,0.3282,468,81.06,,,,,,,
CNP,Utilities,-0.0271,1416,42.62,,,,,,,
CNQ,Energy,0.4746,261,89.46,,,,,,,
CNR,Energy,0.1633,845,65.77,,,,,,,
CNS,Financials,0.0417,1201,51.34,,,,,,,
CNX,Energy,0.1811,802,67.52,,,,,,,
CNXC,,-0.6407,2285,7.38,,,,,,,
CNXN,Industrials,0.1531,870,64.76,,,,,,,
COAG,Health Care,,,,,,,,,,new_issue
COCO,Consumer Staples,0.5521,199,91.97,,,,,,,
CODI,Consumer Discretionary,0.0068,1302,47.24,,,,,,,
COF,Financials,-0.2803,1967,20.28,,,,,,,
COGT,Health Care,-0.5724,2239,9.25,,,,,,,
COHR,Industrials,0.4597,281,88.65,,,,,,,
COHU,Industrials,0.2368,655,73.48,,,,,,,
COIN,Financials,-0.435,2128,13.75,,,,,,,
COKE,Consumer Staples,0.2199,703,71.53,,,,,,,
COLB,Financials,-0.0739,1537,37.71,,,,,,,
COLD,Real Estate,-0.5955,2254,8.64,,,,,,,
COLL,Health Care,-0.1722,1779,27.9,,,,,,,
COLM,Consumer Discretionary,0.3928,351,85.81,,,,,,,
COMP,Real Estate,-0.9281,2383,3.41,,,,,,,
CON,Health Care,0.3511,421,82.97,,,,,,,
COO,Health Care,-0.2786,1961,20.52,,,,,,,
COP,Energy,0.5244,220,91.12,,,,,,,
COR,Industrials,0.2185,706,71.41,,,,,,,
CORT,Health Care,0.1302,943,61.8,,,,,,,
CORZ,Financials,-0.5617,2235,9.41,,,,,,,
COST,Consumer Discretionary,0.4111,326,86.82,,,,,,,
COUR,Information Technology,-1.0933,2418,1.99,,,,,,,
CP,Industrials,-0.195,1818,26.32,,,,,,,
CPA,Industrials,0.0159,1279,48.18,,,,,,,
CPAY,,-0.1521,1733,29.76,,,,,,,
CPB,Consumer Staples,0.1878,790,68.0,,,,,,,
CPF,Financials,0.2287,674,72.71,,,,,,,
CPK,Utilities,-0.0244,1408,42.94,,,,,,,
CPNG,Consumer Discretionary,-0.5253,2206,10.58,,,,,,,
CPRI,Consumer Discretionary,0.3928,350,85.85,,,,,,,
CPRT,Consumer Discretionary,-0.1249,1673,32.2,,,,,,,
CPT,Real Estate,-0.1746,1786,27.62,,,,,,,
CR,Industrials,-0.2092,1847,25.14,,,,,,,
CRAI,,-0.3649,2070,16.1,,,,,,,
CRBG,Financials,-0.0617,1510,38.81,,,,,,,
CRC,Energy,0.1061,1014,58.92,,,,,,,
CRDO,Information Technology,-0.3631,2065,16.3,,,,,,,
CRF,,-0.331,2030,17.72,,,,,,,
CRGY,Energy,0.2862,547,77.86,,,,,,,
CRH,Materials,0.0905,1061,57.02,,,,,,,
CRI,Consumer Discretionary,0.6284,141,94.32,,,,,,,
CRK,Energy,-0.0561,1492,39.54,,,,,,,
CRL,Health Care,-0.2677,1945,21.17,,,,,,,
CRM,Information Technology,0.3548,414,83.25,,,,,,,
CRMD,Health Care,-0.5896,2250,8.8,,,,,,,
CRML,Materials,-0.7227,2322,5.88,,,,,,,
CRNC,Information Technology,-0.0506,1473,40.31,,,,,,,
CRNX,Health Care,0.1875,793,67.88,,,,,,,
CROX,Materials,0.5894,167,93.27,,,,,,,
CRS,Materials,0.4579,282,88.61,,,,,,,
CRSP,Health Care,-0.3215,2016,18.29,,,,,,,
CRSR,Information Technology,0.1088,1007,59.21,,,,,,,
CRUS,Information Technology,0.2462,635,74.29,,,,,,,
CRVL,Financials,-0.0896,1581,35.93,,,,,,,
CRVS,Health Care,-0.6564,2292,7.1,,,,,,,
CRWD,Information Technology,0.3189,481,80.54,,,,,,,
CSCO,Information Technology,0.2596,601,75.67,,,,,,,
CSGP,,-0.1373,1699,31.14,,,,,,,
CSIQ,Information Technology,-0.4176,2116,14.23,,,,,,,
CSL,Materials,0.0688,1122,54.54,,,,,,,
CSR,Real Estate,-0.0064,1350,45.3,,,,,,,
CSTL,Health Care,-0.0565,1494,39.46,,,,,,,
CSTM,Materials,0.6414,134,94.61,,,,,,,
CSW,Materials,-0.1019,1614,34.59,,,,,,,
CSWC,,-0.4899,2181,11.6,,,,,,,
CSX,Industrials,0.3832,370,85.04,,,,,,,
CTAS,Consumer Discretionary,-0.0215,1399,43.31,,,,,,,
CTBI,Financials,0.3089,497,79.89,,,,,,,
CTGO,Materials,-1.5671,2456,0.45,,,,,,,
CTO,Real Estate,0.0326,1226,50.32,,,,,,,
CTOS,,0.3009,514,79.2,,,,,,,
CTRE,Real Estate,-0.0995,1608,34.83,,,,,,,
CTRI,Utilities,-0.1312,1684,31.75,,,,,,,
CTRN,Consumer Discretionary,0.2914,529,78.59,,,,,,,
CTS,Information Technology,0.2548,612,75.22,,,,,,,
CTSH,Information Technology,-0.0507,1474,40.27,,,,,,,
CTVA,Materials,-0.2083,1844,25.26,,,,,,,
CUBE,Real Estate,-0.182,1802,26.97,,,,,,,
CUBI,Financials,0.0258,1244,49.59,,,,,,,
CUZ,Real Estate,-0.0038,1342,45.62,,,,,,,
CVBF,Financials,-0.4579,2146,13.02,,,,,,,
CVCO,Materials,-0.0442,1459,40.88,,,,,,,
CVE,Energy,0.9443,45,98.22,,,,,,,
CVI,Energy,0.2151,715,71.05,,,,,,,
CVLG,Industrials,0.1355,926,62.49,,,,,,,
CVLT,Information Technology,0.1265,959,61.15,,,,,,,
CVNA,Consumer Discretionary,-0.4109,2108,14.56,,,,,,,
CVS,Consumer Staples,0.2324,665,73.07,,,,,,,
CVSA,,-0.08,1551,37.15,,,,,,,
CVX,Energy,0.3365,451,81.75,,,,,,,
CW,Industrials,0.4879,246,90.06,,,,,,,
CWBC,Financials,-0.3093,1997,19.06,,,,,,,
CWEN,Utilities,0.0023,1314,46.76,,,,,,,
CWH,Consumer Discretionary,-0.513,2198,10.91,,,,,,,
CWK,Real Estate,-0.1965,1822,26.16,,,,,,,
CWST,Utilities,-0.1071,1627,34.06,,,,,,,
CWT,Utilities,-0.0108,1363,44.77,,,,,,,
CX,Materials,0.1299,945,61.72,,,,,,,
CXM,Information Technology,0.135,929,62.37,,,,,,,
CXT,Industrials,-0.1049,1622,34.27,,,,,,,
CXW,Real Estate,0.0234,1248,49.43,,,,,,,
CYD,Industrials,0.4165,320,87.06,,,,,,,
CYRX,Health Care,-0.1876,1808,26.72,,,,,,,
CYTK,Health Care,0.5485,200,91.93,,,,,,,
CZR,Consumer Discretionary,-0.279,1963,20.44,,,,,,,
D,Utilities,-0.0882,1572,36.29,,,,,,,
DAC,Industrials,0.3053,504,79.6,,,,,,,
DAKT,Consumer Discretionary,0.0674,1129,54.26,,,,,,,
DAL,Industrials,0.022,1254,49.19,,,,,,,
DAN,Consumer Discretionary,0.2641,592,76.03,,,,,,,
DAR,Consumer Staples,0.5349,212,91.44,,,,,,,
DASH,,-0.1625,1757,28.79,,,,,,,
DAVE,Financials,0.7142,102,95.9,,,,,,,
DB,Financials,-0.2975,1981,19.71,,,,,,,
DBD,Information Technology,0.0248,1246,49.51,,,,,,,
DBRG,Financials,0.1784,810,67.19,,,,,,,
DBX,Information Technology,0.1458,889,63.99,,,,,,,
DC,Materials,-0.5177,2201,10.79,,,,,,,
DCH,Consumer Discretionary,-1.0115,2401,2.68,,,,,,,
DCI,Industrials,0.2429,641,74.05,,,,,,,
DCO,Industrials,0.037,1213,50.85,,,,,,,
DCOM,Financials,0.0732,1108,55.11,,,,,,,
DCTH,Health Care,0.0235,1247,49.47,,,,,,,
DD,Materials,0.1589,850,65.57,,,,,,,
DDOG,Information Technology,0.5283,216,91.28,,,,,,,
DDS,Consumer Discretionary,0.3926,352,85.77,,,,,,,
DE,Industrials,0.0211,1258,49.03,,,,,,,
DEA,Real Estate,-0.1521,1732,29.81,,,,,,,
DEC,Energy,0.2363,656,73.44,,,,,,,
DECK,Materials,0.1397,912,63.06,,,,,,,
DEI,Real Estate,-0.2236,1869,24.25,,,,,,,
DELL,Information Technology,0.1759,816,66.95,,,,,,,
DEO,Consumer Staples,-0.7674,2336,5.31,,,,,,,
DFH,Industrials,-0.8472,2365,4.14,,,,,,,
DFIN,,0.2893,537,78.26,,,,,,,
DFTX,Health Care,-0.5269,2208,10.5,,,,,,,
DG,Consumer Discretionary,0.2811,555,77.53,,,,,,,
DGII,Information Technology,0.3444,433,82.48,,,,,,,
DGX,Health Care,0.337,449,81.83,,,,,,,
DHC,Real Estate,0.1282,954,61.35,,,,,,,
DHI,Industrials,-0.1119,1640,33.54,,,,,,,
DHR,Industrials,0.0178,1275,48.34,,,,,,,
DHT,Industrials,0.7581,86,96.55,,,,,,,
DIN,Consumer Discretionary,-0.2099,1851,24.98,,,,,,,
DINO,Industrials,0.5123,229,90.75,,,,,,,
DIOD,Information Technology,0.0657,1132,54.14,,,,,,,
DIS,Consumer Discretionary,-0.2636,1941,21.33,,,,,,,
DJCO,Communication Services,-0.1568,1745,29.28,,,,,,,
DJT,Information Technology,-0.3161,2009,18.57,,,,,,,
DK,Energy,0.8344,65,97.4,,,,,,,
DKNG,Consumer Discretionary,-0.2661,1943,21.25,,,,,,,
DKS,Consumer Discretionary,-0.2287,1877,23.93,,,,,,,
DLB,Financials,-0.3443,2047,17.03,,,,,,,
DLO,,-0.3739,2077,15.82,,,,,,,
DLR,Real Estate,-0.0979,1604,35.0,,,,,,,
DLTR,Consumer Discretionary,0.3765,383,84.51,,,,,,,
DLX,Communication Services,0.2359,657,73.4,,,,,,,
DMRA,Health Care,-0.0299,1424,42.3,,,,,,,
DNA,Health Care,-0.9377,2386,3.28,,,,,,,
DNLI,Health Care,-0.4141,2111,14.44,,,,,,,
DNOW,Industrials,-1.0176,2404,2.55,,,,,,,
DNP,,-0.1454,1718,30.37,,,,,,,
DNTH,Health Care,-0.4601,2148,12.94,,,,,,,
DOC,Real Estate,-0.0265,1415,42.66,,,,,,,
DOCN,Information Technology,0.3034,507,79.48,,,,,,,
DOCS,Information Technology,-0.1574,1747,29.2,,,,,,,
DOCU,Information Technology,0.2975,519,78.99,,,,,,,
DOLE,Materials,-0.0078,1354,45.13,,,,,,,
DOO,Industrials,-0.2809,1969,20.19,,,,,,,
DORM,Consumer Discretionary,0.1972,765,69.02,,,,,,,
DOV,Industrials,-0.0408,1449,41.28,,,,,,,
DOW,Materials,-0.0181,1384,43.92,,,,,,,
DOX,Information Technology,-0.1545,1739,29.52,,,,,,,
DPC,Materials,,,,,,,,,,new_issue
DPZ,Industrials,0.0542,1163,52.88,,,,,,,
DRH,Real Estate,0.494,241,90.27,,,,,,,
DRI,Consumer Discretionary,0.1128,995,59.69,,,,,,,
DRS,Industrials,0.3918,353,85.73,,,,,,,
DRTS,Health Care,0.6097,151,93.92,,,,,,,
DRUG,Health Care,0.7867,73,97.08,,,,,,,
DRVN,,-0.255,1927,21.9,,,,,,,
DSGN,Health Care,0.0789,1097,55.56,,,,,,,
DSGX,Information Technology,-0.0554,1487,39.74,,,,,,,
DT,Information Technology,-0.012,1369,44.53,,,,,,,
DTE,Utilities,-0.2726,1953,20.84,,,,,,,
DTM,Utilities,0.1337,934,62.17,,,,,,,
DUK,Utilities,-0.0039,1343,45.58,,,,,,,
DUOL,Information Technology,-0.1121,1642,33.45,,,,,,,
DUOT,Information Technology,-0.6051,2263,8.27,,,,,,,
DV,Information Technology,0.1128,994,59.73,,,,,,,
DVA,Health Care,0.1064,1013,58.96,,,,,,,
DVN,Energy,-0.1557,1742,29.4,,,,,,,
DX,Real Estate,-0.0696,1523,38.28,,,,,,,
DXC,Information Technology,0.3093,496,79.93,,,,,,,
DXCM,Health Care,0.4349,309,87.51,,,,,,,
DXPE,Industrials,0.0544,1162,52.92,,,,,,,
DXYZ,,-0.7952,2347,4.87,,,,,,,
DY,Industrials,-0.1013,1613,34.63,,,,,,,
DYN,Health Care,-0.5937,2252,8.72,,,,,,,
E,Energy,0.578,178,92.82,,,,,,,
EAT,Consumer Discretionary,0.6426,132,94.69,,,,,,,
EBAY,,0.3054,503,79.64,,,,,,,
EBC,Financials,-0.0479,1464,40.67,,,,,,,
EBS,Health Care,-0.5885,2249,8.84,,,,,,,
ECAT,,-0.2885,1976,19.91,,,,,,,
ECL,Consumer Staples,-0.134,1691,31.47,,,,,,,
ECO,Industrials,1.957,5,99.84,,,,,,,
ECPG,Financials,0.4844,249,89.94,,,,,,,
ECVT,Materials,0.1221,972,60.62,,,,,,,
ED,Utilities,0.0143,1283,48.01,,,,,,,
EDU,,0.0619,1144,53.65,,,,,,,
EE,Utilities,0.4884,245,90.11,,,,,,,
EEFT,Financials,-0.0964,1596,35.32,,,,,,,
EFC,Real Estate,-0.1556,1741,29.44,,,,,,,
EFOR,,-0.5127,2197,10.95,,,,,,,
EFSC,Financials,-0.2149,1857,24.74,,,,,,,
EFX,,-0.0314,1428,42.13,,,,,,,
EFXT,Industrials,1.7281,7,99.76,,,,,,,
EG,Financials,0.0441,1191,51.74,,,,,,,
EGBN,Financials,-0.0186,1387,43.8,,,,,,,
EGO,Materials,0.1501,877,64.48,,,,,,,
EGP,Real Estate,0.1142,988,59.98,,,,,,,
EGY,Energy,0.2343,660,73.28,,,,,,,
EHC,Health Care,0.0937,1051,57.42,,,,,,,
EIG,Financials,-0.0641,1516,38.56,,,,,,,
EIKN,Health Care,,,,,,,,,,new_issue
EIX,Utilities,0.1489,882,64.27,,,,,,,
EL,Consumer Staples,-0.1975,1824,26.07,,,,,,,
ELAN,Health Care,-0.0163,1380,44.08,,,,,,,
ELF,Consumer Staples,-0.3167,2010,18.53,,,,,,,
ELMT,Industrials,,,,,,,,,,new_issue
ELS,Real Estate,-0.0277,1418,42.54,,,,,,,
ELV,Financials,-0.0869,1569,36.42,,,,,,,
ELVN,Health Care,-0.1058,1625,34.14,,,,,,,
EMA,Utilities,-0.1997,1826,25.99,,,,,,,
EMBC,Health Care,-0.1131,1646,33.29,,,,,,,
EMBJ,Industrials,-0.0747,1541,37.55,,,,,,,
EME,Industrials,0.362,405,83.62,,,,,,,
EMN,Materials,0.0735,1107,55.15,,,,,,,
EMR,Industrials,-0.0256,1411,42.82,,,,,,,
ENB,Industrials,-0.125,1674,32.16,,,,,,,
ENLT,Utilities,3.1311,1,100.0,,,,,,,
ENOV,Health Care,-0.3352,2037,17.44,,,,,,,
ENPH,Information Technology,-0.1228,1669,32.36,,,,,,,
ENR,Industrials,0.0979,1038,57.95,,,,,,,
ENS,Industrials,0.7189,99,96.03,,,,,,,
ENSG,Health Care,0.3418,441,82.16,,,,,,,
ENTG,Materials,0.1979,764,69.06,,,,,,,
ENVA,Financials,1.0154,34,98.66,,,,,,,
EOG,Energy,0.589,168,93.23,,,,,,,
EPAC,Industrials,0.1212,974,60.54,,,,,,,
EPAM,Information Technology,0.0021,1315,46.72,,,,,,,
EPC,Consumer Staples,-0.2747,1957,20.68,,,,,,,
EPD,Utilities,0.019,1270,48.54,,,,,,,
EPR,Real Estate,-0.0636,1513,38.69,,,,,,,
EPRT,Real Estate,-0.0903,1586,35.73,,,,,,,
EQBK,Financials,-0.2057,1838,25.51,,,,,,,
EQH,Financials,-0.0177,1382,44.0,,,,,,,
EQIX,Real Estate,0.3326,458,81.47,,,,,,,
EQNR,Energy,0.7852,74,97.04,,,,,,,
EQPT,,,,,,,,,,,new_issue
EQR,Real Estate,,,,,,,,,,new_issue
EQT,Energy,0.0439,1193,51.66,,,,,,,
EQX,Materials,-0.2027,1831,25.79,,,,,,,
ERAS,Health Care,0.7877,72,97.12,58.0,2026-08-12T22:37:14.066407+00:00,1.5521,1,,,
ERIE,Financials,-0.2049,1834,25.67,,,,,,,
ERII,Industrials,-0.2219,1866,24.37,,,,,,,
ERO,Materials,1.0345,31,98.78,,,,,,,
EROC,Industrials,,,,,,,,,,new_issue
EROK,Financials,,,,,,,,,,new_issue
ES,Utilities,-0.2138,1854,24.86,,,,,,,
ESAB,Industrials,-0.6216,2269,8.03,,,,,,,
ESE,Information Technology,0.2653,586,76.28,,,,,,,
ESI,Materials,-0.1786,1791,27.41,,,,,,,
ESLT,Industrials,0.0584,1148,53.49,,,,,,,
ESNT,Financials,0.2481,628,74.57,,,,,,,
ESQ,Financials,-0.0037,1341,45.66,,,,,,,
ESS,Real Estate,-0.2299,1881,23.76,,,,,,,
ESTA,Health Care,-0.4058,2104,14.72,,,,,,,
ESTC,Information Technology,-0.2181,1862,24.53,,,,,,,
ETD,Consumer Discretionary,-0.2094,1849,25.06,,,,,,,
ETN,Industrials,-0.3648,2069,16.14,,,,,,,
ETON,Health Care,0.683,113,95.46,,,,,,,
ETR,Utilities,-0.0008,1324,46.35,,,,,,,
ETSY,,0.1891,785,68.21,,,,,,,
EVC,Communication Services,1.0723,25,99.03,56.0,2026-08-11T22:38:06.325659+00:00,,,2.6823,22,
EVER,Information Technology,-0.2711,1950,20.97,,,,,,,
EVLV,Information Technology,-0.048,1466,40.59,,,,,,,
EVMN,Health Care,,,,,,,,,,new_issue
EVR,Financials,0.3059,501,79.72,,,,,,,
EVRG,Utilities,0.0312,1230,50.16,,,,,,,
EVTC,Information Technology,-0.3805,2087,15.41,,,,,,,
EW,Health Care,-0.0581,1499,39.25,,,,,,,
EWBC,Financials,0.2167,710,71.25,,,,,,,
EWTX,Health Care,-0.0208,1397,43.39,,,,,,,
EXC,Utilities,-0.0902,1585,35.77,,,,,,,
EXE,Energy,0.3972,345,86.05,,,,,,,
EXEL,Health Care,0.6014,157,93.67,,,,,,,
EXK,Materials,0.0711,1116,54.79,,,,,,,
EXLS,,0.029,1236,49.92,,,,,,,
EXP,Materials,-0.1569,1746,29.24,,,,,,,
EXPD,Industrials,0.3972,344,86.09,,,,,,,
EXPE,Industrials,1.1513,18,99.31,66.0,2026-08-10T22:39:07.126063+00:00,0.997,18,0.0901,620,
EXPO,Industrials,0.2054,743,69.91,,,,,,,
EXR,Real Estate,-0.034,1433,41.93,,,,,,,
EXTR,Information Technology,0.2335,661,73.24,,,,,,,
EYE,Health Care,-0.0743,1540,37.59,,,,,,,
EZPW,Consumer Discretionary,0.2069,738,70.11,,,,,,,
F,Consumer Discretionary,0.3811,374,84.87,,,,,,,
FA,Information Technology,0.0834,1080,56.24,,,,,,,
FAF,Financials,0.0953,1045,57.66,,,,,,,
FANG,Energy,0.4261,316,87.23,,,,,,,
FAST,Consumer Discretionary,-0.048,1465,40.63,,,,,,,
FBIN,Materials,-0.3265,2023,18.0,,,,,,,
FBK,Financials,0.1372,921,62.69,,,,,,,
FBNC,Financials,0.1288,949,61.56,,,,,,,
FBP,Financials,0.3623,404,83.66,,,,,,,
FBRT,Real Estate,-0.1885,1809,26.68,,,,,,,
FBRX,Health Care,-0.5042,2190,11.23,,,,,,,
FCEL,Industrials,0.2217,696,71.82,,,,,,,
FCF,Financials,0.2423,642,74.01,,,,,,,
FCFS,Consumer Discretionary,0.4553,287,88.4,,,,,,,
FCN,Industrials,-0.0138,1373,44.36,,,,,,,
FCNCA,Financials,-0.1723,1780,27.86,,,,,,,
FCPT,Real Estate,-0.1962,1821,26.2,,,,,,,
FCX,Materials,0.2096,728,70.52,,,,,,,
FDMT,Health Care,-0.6868,2305,6.57,41.0,2026-08-14T21:07:03.756437+00:00,,,6.4046,5,
FDS,Information Technology,-0.1386,1702,31.02,,,,,,,
FDUS,,-0.6411,2287,7.3,,,,,,,
FDX,Industrials,0.2967,522,78.87,,,,,,,
FDXF,Industrials,,,,,,,,,,insufficient_history
FE,Utilities,0.0099,1295,47.53,,,,,,,
FEIM,Industrials,-0.1796,1796,27.21,,,,,,,
FELE,Industrials,-0.0172,1381,44.04,,,,,,,
FER,Industrials,-0.0859,1564,36.62,,,,,,,
FERG,Industrials,0.0104,1293,47.61,,,,,,,
FET,Industrials,0.2785,562,77.25,,,,,,,
FFBC,Financials,0.0059,1304,47.16,,,,,,,
FFIN,Financials,-0.0205,1396,43.43,,,,,,,
FFIV,Information Technology,0.1722,828,66.46,,,,,,,
FG,Financials,-0.0302,1426,42.21,,,,,,,
FHB,Financials,0.0461,1183,52.07,,,,,,,
FHI,Financials,-0.0573,1496,39.38,,,,,,,
FHN,Financials,0.097,1041,57.83,,,,,,,
FIBK,Financials,0.2559,609,75.34,,,,,,,
FICO,,0.1332,937,62.04,,,,,,,
FIGR,Financials,,,,,,,,,,new_issue
FIGS,Consumer Discretionary,0.5135,227,90.84,,,,,,,
FIS,,0.0111,1291,47.69,,,,,,,
FISI,Financials,0.1887,786,68.17,,,,,,,
FISV,,-0.2805,1968,20.24,,,,,,,
FITB,Financials,-0.2424,1909,22.63,,,,,,,
FIVE,Consumer Discretionary,0.4251,317,87.19,,,,,,,
FIVN,Information Technology,0.077,1102,55.35,,,,,,,
FIX,Industrials,0.8085,68,97.28,,,,,,,
FIZZ,Consumer Staples,-0.1792,1793,27.33,,,,,,,
FLEX,Information Technology,0.2791,561,77.29,,,,,,,
FLG,Financials,-0.1493,1725,30.09,,,,,,,
FLGT,Health Care,-0.5653,2237,9.33,,,,,,,
FLNC,Industrials,-0.7103,2314,6.2,,,,,,,
FLNG,Industrials,0.1415,903,63.42,,,,,,,
FLO,Consumer Staples,-0.1492,1724,30.13,,,,,,,
FLR,Industrials,-0.6408,2286,7.34,,,,,,,
FLS,Industrials,0.0451,1189,51.82,,,,,,,
FLUT,Information Technology,-0.7027,2310,6.37,,,,,,,
FLYW,,0.1358,924,62.57,,,,,,,
FMBH,Financials,0.055,1159,53.04,,,,,,,
FMC,Materials,-1.7476,2461,0.24,,,,,,,
FMNB,Financials,-0.1666,1766,28.43,,,,,,,
FMX,Consumer Staples,0.4049,332,86.58,,,,,,,
FN,Information Technology,0.1286,951,61.48,,,,,,,
FNB,Financials,0.1197,975,60.5,,,,,,,
FND,Consumer Discretionary,0.123,969,60.75,,,,,,,
FNF,Financials,-0.0512,1476,40.19,,,,,,,
FNV,Materials,-0.1232,1670,32.32,,,,,,,
FORM,Information Technology,0.9203,48,98.09,,,,,,,
FOUR,,-0.2384,1903,22.87,,,,,,,
FOX,Communication Services,-0.2394,1907,22.71,,,,,,,
FOXA,Communication Services,-0.2247,1870,24.21,,,,,,,
FOXF,Industrials,-0.5417,2222,9.94,,,,,,,
FPS,Industrials,,,,,,,,,,new_issue
FR,Real Estate,0.0572,1152,53.33,,,,,,,
FRBT,Financials,,,,,,,,,,new_issue
FRHC,Financials,-0.5143,2199,10.87,,,,,,,
FRME,Financials,-0.3482,2052,16.83,,,,,,,
FRO,Industrials,0.1419,902,63.46,,,,,,,
FROG,Information Technology,0.3646,402,83.74,,,,,,,
FRPT,Consumer Staples,-0.0768,1545,37.39,,,,,,,
FRSH,Information Technology,0.1108,1004,59.33,,,,,,,
FRT,Real Estate,0.2231,690,72.06,,,,,,,
FRVO,Utilities,,,,,,,,,,new_issue
FSBC,Financials,0.141,905,63.34,,,,,,,
FSK,,0.0228,1252,49.27,,,,,,,
FSLR,Information Technology,0.1756,817,66.91,,,,,,,
FSLY,Information Technology,0.6938,111,95.54,,,,,,,
FSM,Materials,-0.1906,1813,26.52,,,,,,,
FSS,Consumer Discretionary,0.0732,1109,55.07,,,,,,,
FSSL,,,,,,,,,,,new_issue
FSUN,Financials,-0.6666,2294,7.02,,,,,,,
FSV,Real Estate,-0.0508,1475,40.23,,,,,,,
FTAI,,-0.0765,1544,37.43,,,,,,,
FTDR,,0.694,110,95.58,,,,,,,
FTI,Industrials,0.5366,211,91.48,,,,,,,
FTK,Materials,-0.1199,1663,32.6,,,,,,,
FTNT,Information Technology,1.1281,21,99.19,69.0,2026-08-12T22:37:21.017232+00:00,0.9523,23,0.767,130,
FTRE,Health Care,0.3451,432,82.52,,,,,,,
