ticker,sector,composite_z,composite_rank,composite_pct,ai_score,ai_rated_at,value_quality_score,value_rank,growth_score,growth_rank,exclusion_reason
WBS,Financials,,,,,,,,,,new_issue
WCC,Industrials,0.0084,1299,47.36,,,,,,,
WCN,Utilities,0.0102,1294,47.57,,,,,,,
WD,Financials,-0.6765,2299,6.81,,,,,,,
WDAY,Information Technology,0.5186,222,91.04,,,,,,,
WDC,Information Technology,0.9714,41,98.38,78.0,2026-08-17T22:40:01.762494+00:00,1.3888,7,2.0992,30,
WDFC,Materials,0.0701,1118,54.7,,,,,,,
WEAV,Information Technology,0.2072,737,70.15,,,,,,,
WEC,Utilities,-0.1095,1634,33.78,,,,,,,
WELL,Real Estate,0.154,865,64.96,,,,,,,
WEN,Consumer Discretionary,0.0057,1305,47.12,,,,,,,
WERN,Industrials,-0.2383,1902,22.91,,,,,,,
WEX,,0.1056,1016,58.84,,,,,,,
WFC,Financials,0.2694,576,76.68,,,,,,,
WFG,Materials,-0.654,2290,7.18,,,,,,,
WFRD,Industrials,-0.0622,1511,38.77,,,,,,,
WGO,Consumer Discretionary,-0.0025,1332,46.03,,,,,,,
WGS,Health Care,-0.4724,2159,12.49,,,,,,,
WH,Consumer Discretionary,0.1283,952,61.44,,,,,,,
WHD,Industrials,-0.1044,1621,34.31,,,,,,,
WHK,Energy,,,,,,,,,,new_issue
WHR,Industrials,-0.2614,1935,21.57,,,,,,,
WINA,Consumer Discretionary,-0.599,2256,8.56,,,,,,,
WING,Consumer Discretionary,-0.0897,1582,35.89,,,,,,,
WIX,Information Technology,-0.094,1591,35.52,,,,,,,
WK,Information Technology,-0.0006,1322,46.43,,,,,,,
WKC,Industrials,-0.0516,1477,40.15,,,,,,,
WLDN,Industrials,-0.0243,1407,42.98,,,,,,,
WLFC,Industrials,-0.3414,2044,17.15,,,,,,,
WLK,Materials,-0.2026,1830,25.83,,,,,,,
WLTH,Financials,,,,,,,,,,new_issue
WLY,Communication Services,0.2654,585,76.32,,,,,,,
WM,Utilities,0.1754,819,66.83,,,,,,,
WMB,Utilities,0.2764,565,77.13,,,,,,,
WMG,Consumer Discretionary,0.1624,847,65.69,,,,,,,
WMK,Consumer Staples,-0.0154,1377,44.2,,,,,,,
WMS,Materials,0.209,729,70.48,,,,,,,
WMT,Consumer Discretionary,0.0457,1185,51.99,,,,,,,
WNC,Consumer Discretionary,-0.5458,2226,9.77,,,,,,,
WOLF,Information Technology,,,,,,,,,,new_issue
WOR,Materials,-0.0525,1481,39.98,,,,,,,
WPC,Real Estate,0.2927,528,78.63,,,,,,,
WPM,Materials,-0.155,1740,29.48,,,,,,,
WRB,Financials,0.0923,1056,57.22,,,,,,,
WRBY,Health Care,0.1694,832,66.3,,,,,,,
WRLD,Financials,0.4064,331,86.62,,,,,,,
WS,Materials,-0.1027,1617,34.47,,,,,,,
WSBC,Financials,0.1489,881,64.31,,,,,,,
WSC,,-0.0102,1359,44.93,,,,,,,
WSE,,,,,,,,,,,insufficient_history
WSFS,Financials,0.2459,636,74.25,,,,,,,
WSM,Consumer Discretionary,0.3466,428,82.68,,,,,,,
WSO,Industrials,-0.4851,2176,11.8,,,,,,,
WST,Health Care,0.127,957,61.23,,,,,,,
WT,Financials,-0.0032,1336,45.86,,,,,,,
WTFC,Financials,0.2517,618,74.98,,,,,,,
WTM,Financials,0.1371,922,62.65,,,,,,,
WTRG,Utilities,-0.1013,1612,34.67,,,,,,,
WTS,Industrials,0.2028,749,69.67,,,,,,,
WTTR,Energy,0.5266,217,91.24,,,,,,,
WTW,Financials,-0.0818,1556,36.94,,,,,,,
WU,,0.6668,122,95.09,,,,,,,
WULF,Financials,-1.8452,2465,0.08,,,,,,,
WWD,Industrials,0.2415,644,73.93,,,,,,,
WWW,Consumer Discretionary,0.0195,1268,48.62,,,,,,,
WY,Real Estate,-0.0725,1531,37.96,,,,,,,
WYNN,Consumer Discretionary,-0.5126,2196,10.99,,,,,,,
XE,Industrials,,,,,,,,,,new_issue
XEL,Utilities,0.0576,1150,53.41,,,,,,,
XENE,Health Care,-0.6035,2260,8.39,,,,,,,
XERS,Health Care,0.4004,338,86.33,,,,,,,
XHR,Consumer Discretionary,-0.2681,1946,21.13,,,,,,,
XMAX,Consumer Discretionary,-0.1894,1811,26.6,,,,,,,
XMTR,,-0.1055,1624,34.18,,,,,,,
XNCR,Health Care,-0.0704,1527,38.12,,,,,,,
XNDU,Information Technology,,,,,,,,,,new_issue
XOM,Energy,-0.0505,1472,40.35,,,,,,,
XP,Financials,-0.4121,2110,14.48,,,,,,,
XPEL,Industrials,-0.0617,1509,38.85,,,,,,,
XPO,Industrials,0.2326,662,73.2,,,,,,,
XPRO,Energy,-0.1186,1656,32.89,,,,,,,
XRAY,Health Care,-0.3428,2045,17.11,,,,,,,
XXI,Financials,-1.4112,2449,0.73,,,,,,,
XYL,Industrials,0.0778,1100,55.43,,,,,,,
XYZ,Information Technology,-0.1922,1816,26.4,,,,,,,
XZO,Information Technology,,,,,,,,,,new_issue
YELP,Consumer Discretionary,0.3986,341,86.21,,,,,,,
YETI,Consumer Discretionary,0.5876,170,93.15,,,,,,,
YEXT,Information Technology,0.4984,238,90.39,,,,,,,
YOU,Information Technology,0.8734,55,97.81,,,,,,,
YPF,Energy,0.7846,75,97.0,,,,,,,
YSS,Industrials,,,,,,,,,,new_issue
YSWY,Consumer Staples,,,,,,,,,,new_issue
YUM,Consumer Discretionary,-0.0042,1344,45.54,,,,,,,
YUMC,Consumer Discretionary,0.3501,425,82.81,,,,,,,
Z,,-0.3283,2027,17.84,,,,,,,
ZBH,Health Care,0.041,1204,51.22,,,,,,,
ZBRA,Industrials,0.1719,829,66.42,,,,,,,
ZD,Communication Services,0.563,190,92.34,,,,,,,
ZETA,Information Technology,0.3438,438,82.28,,,,,,,
ZG,,-0.3283,2028,17.8,,,,,,,
ZGN,Consumer Discretionary,0.937,46,98.18,,,,,,,
ZIM,Industrials,0.9216,47,98.13,,,,,,,
ZION,Financials,0.5475,201,91.89,,,,,,,
ZM,Information Technology,0.0802,1091,55.8,,,,,,,
ZS,Information Technology,-0.2023,1827,25.95,,,,,,,
ZTS,Health Care,0.1522,871,64.72,,,,,,,
ZVRA,Health Care,-0.4006,2098,14.96,,,,,,,
ZWS,Industrials,0.0944,1047,57.58,,,,,,,
ZYME,Health Care,-0.9046,2381,3.49,,,,,,,
